0.0001	0.01
0.0002	0.009999
0.00029999	0.009997
0.00039996	0.009994
0.0004999	0.00999
0.0005998	0.009985
0.00069965	0.009979
0.00079944	0.00997201
0.00089916	0.00996401
0.0009988	0.00995502
0.00109835	0.00994503
0.0011978	0.00993405
0.00129714	0.00992207
0.00139636	0.0099091
0.00149545	0.00989514
0.0015944	0.00988018
0.00169321	0.00986424
0.00179185	0.00984731
0.00189032	0.00982939
0.00198862	0.00981048
0.00208672	0.0097906
0.00218463	0.00976973
0.00228232	0.00974788
0.0023798	0.00972506
0.00247705	0.00970126
0.00257407	0.00967649
0.00267083	0.00965075
0.00276734	0.00962404
0.00286358	0.00959637
0.00295954	0.00956773
0.00305522	0.00953814
0.0031506	0.00950759
0.00324568	0.00947608
0.00334044	0.00944362
0.00343487	0.00941022
0.00352898	0.00937587
0.00362273	0.00934058
0.00371614	0.00930435
0.00380918	0.00926719
0.00390186	0.0092291
0.00399415	0.00919008
0.00408605	0.00915014
0.00417755	0.00910928
0.00426864	0.00906751
0.00435932	0.00902482
0.00444957	0.00898123
0.00453938	0.00893673
0.00462875	0.00889134
0.00471766	0.00884505
0.00480611	0.00879787
0.00489409	0.00874981
0.00498159	0.00870087
0.00506859	0.00865106
0.00515511	0.00860037
0.00524111	0.00854882
0.0053266	0.00849641
0.00541156	0.00844314
0.00549599	0.00838903
0.00557988	0.00833407
0.00566322	0.00827827
0.00574601	0.00822164
0.00582822	0.00816418
0.00590986	0.0081059
0.00599092	0.0080468
0.00607139	0.00798689
0.00615126	0.00792618
0.00623052	0.00786466
0.00630917	0.00780236
0.00638719	0.00773927
0.00646458	0.0076754
0.00654134	0.00761075
0.00661745	0.00754534
0.0066929	0.00747916
0.00676769	0.00741224
0.00684181	0.00734456
0.00691526	0.00727614
0.00698802	0.00720699
0.00706009	0.00713711
0.00713146	0.00706651
0.00720213	0.0069952
0.00727208	0.00692317
0.00734131	0.00685045
0.00740982	0.00677704
0.00747759	0.00670294
0.00754461	0.00662817
0.0076109	0.00655272
0.00767642	0.00647662
0.00774119	0.00639985
0.00780519	0.00632244
0.00786841	0.00624439
0.00793086	0.00616571
0.00799251	0.0060864
0.00805338	0.00600647
0.00811344	0.00592594
0.0081727	0.00584481
0.00823115	0.00576308
0.00828878	0.00568077
0.00834559	0.00559788
0.00840157	0.00551443
0.00845671	0.00543041
0.00851102	0.00534585
0.00856447	0.00526074
0.00861708	0.0051751
0.00866883	0.00508893
0.00871972	0.00500224
0.00876974	0.00491504
0.00881889	0.00482735
0.00886717	0.00473916
0.00891456	0.00465049
0.00896106	0.00456134
0.00900668	0.00447173
0.0090514	0.00438167
0.00909521	0.00429116
0.00913812	0.00420021
0.00918013	0.00410883
0.00922121	0.00401703
0.00926138	0.00392481
0.00930063	0.0038322
0.00933895	0.0037392
0.00937635	0.00364581
0.0094128	0.00355205
0.00944833	0.00345792
0.0094829	0.00336344
0.00951654	0.00326861
0.00954922	0.00317345
0.00958096	0.00307796
0.00961174	0.00298215
0.00964156	0.00288603
0.00967042	0.00278962
0.00969832	0.00269291
0.00972525	0.00259593
0.00975121	0.00249868
0.00977619	0.00240117
0.0098002	0.00230341
0.00982324	0.00220541
0.00984529	0.00210718
0.00986636	0.00200873
0.00988645	0.00191007
0.00990555	0.0018112
0.00992366	0.00171215
0.00994079	0.00161292
0.00995691	0.00151351
0.00997205	0.00141394
0.00998619	0.00131422
0.00999933	0.00121436
0.0100115	0.00111437
0.0100226	0.00101426
