0	0
0.001	0.00226121
0.002	0.00452233
0.003	0.00678327
0.004	0.00904395
0.005	0.0113043
0.006	0.0135641
0.007	0.0158235
0.008	0.0180822
0.009	0.0203402
0.01	0.0225974
0.011	0.0248537
0.012	0.027109
0.013	0.0293632
0.014	0.0316163
0.015	0.0338682
0.016	0.0361187
0.017	0.0383678
0.018	0.0406153
0.019	0.0428613
0.02	0.0451056
0.021	0.0473481
0.022	0.0495887
0.023	0.0518273
0.024	0.054064
0.025	0.0562984
0.026	0.0585307
0.027	0.0607606
0.028	0.0629882
0.029	0.0652133
0.03	0.0674357
0.031	0.0696556
0.032	0.0718727
0.033	0.0740869
0.034	0.0762982
0.035	0.0785065
0.036	0.0807117
0.037	0.0829137
0.038	0.0851125
0.039	0.0873079
0.04	0.0894998
0.041	0.0916882
0.042	0.093873
0.043	0.0960541
0.044	0.0982313
0.045	0.100405
0.046	0.102574
0.047	0.10474
0.048	0.106901
0.049	0.109058
0.05	0.111211
0.051	0.113359
0.052	0.115503
0.053	0.117642
0.054	0.119777
0.055	0.121907
0.056	0.124032
0.057	0.126152
0.058	0.128267
0.059	0.130378
0.06	0.132483
0.061	0.134582
0.062	0.136677
0.063	0.138766
0.064	0.14085
0.065	0.142928
0.066	0.145
0.067	0.147067
0.068	0.149128
0.069	0.151183
0.07	0.153232
0.071	0.155275
0.072	0.157311
0.073	0.159342
0.074	0.161366
0.075	0.163384
0.076	0.165396
0.077	0.167401
0.078	0.169399
0.079	0.171391
0.08	0.173376
0.081	0.175354
0.082	0.177325
0.083	0.179289
0.084	0.181246
0.085	0.183196
0.086	0.185139
0.087	0.187075
0.088	0.189003
0.089	0.190923
0.09	0.192836
0.091	0.194741
0.092	0.196639
0.093	0.198529
0.094	0.200411
0.095	0.202285
0.096	0.204152
0.097	0.20601
0.098	0.20786
0.099	0.209702
0.1	0.211535
0.101	0.21336
0.102	0.215177
0.103	0.216985
0.104	0.218785
0.105	0.220576
0.106	0.222358
0.107	0.224132
0.108	0.225897
0.109	0.227653
0.11	0.229399
0.111	0.231137
