0	0
0.001	0.00226121
0.002	0.00452224
0.003	0.00678301
0.004	0.00904341
0.005	0.0113034
0.006	0.0135628
0.007	0.0158216
0.008	0.0180797
0.009	0.020337
0.01	0.0225934
0.011	0.0248488
0.012	0.0271031
0.013	0.0293563
0.014	0.0316082
0.015	0.0338588
0.016	0.036108
0.017	0.0383557
0.018	0.0406017
0.019	0.0428461
0.02	0.0450887
0.021	0.0473294
0.022	0.0495681
0.023	0.0518048
0.024	0.0540394
0.025	0.0562718
0.026	0.0585018
0.027	0.0607295
0.028	0.0629546
0.029	0.0651772
0.03	0.0673972
0.031	0.0696144
0.032	0.0718287
0.033	0.0740401
0.034	0.0762485
0.035	0.0784539
0.036	0.080656
0.037	0.0828549
0.038	0.0850504
0.039	0.0872424
0.04	0.0894309
0.041	0.0916159
0.042	0.0937971
0.043	0.0959745
0.044	0.098148
0.045	0.100318
0.046	0.102483
0.047	0.104645
0.048	0.106802
0.049	0.108955
0.05	0.111103
0.051	0.113247
0.052	0.115387
0.053	0.117522
0.054	0.119652
0.055	0.121777
0.056	0.123897
0.057	0.126013
0.058	0.128123
0.059	0.130228
0.06	0.132328
0.061	0.134423
0.062	0.136512
0.063	0.138596
0.064	0.140675
0.065	0.142747
0.066	0.144814
0.067	0.146875
0.068	0.148931
0.069	0.15098
0.07	0.153023
0.071	0.15506
0.072	0.157091
0.073	0.159116
0.074	0.161134
0.075	0.163146
0.076	0.165151
0.077	0.16715
0.078	0.169142
0.079	0.171128
0.08	0.173106
0.081	0.175078
0.082	0.177042
0.083	0.179
0.084	0.18095
0.085	0.182893
0.086	0.184829
0.087	0.186757
0.088	0.188679
0.089	0.190592
0.09	0.192498
0.091	0.194396
0.092	0.196287
0.093	0.198169
0.094	0.200044
0.095	0.201911
0.096	0.20377
0.097	0.20562
0.098	0.207463
0.099	0.209297
0.1	0.211123
0.101	0.21294
0.102	0.214749
0.103	0.216549
0.104	0.218341
0.105	0.220124
0.106	0.221899
0.107	0.223664
0.108	0.225421
0.109	0.227168
0.11	0.228907
0.111	0.230636
