0	0	0.226121
0.01	0.00226121	0.225675
0.0217508	0.0049069	0.224011
0.0347009	0.00779161	0.22076
0.0484484	0.0107975	0.215708
0.0627385	0.0138364	0.208747
0.0774304	0.0168444	0.199833
0.0924645	0.0197735	0.188945
0.107837	0.0225859	0.176064
0.123587	0.0252483	0.16116
0.139785	0.0277281	0.144181
0.15654	0.0299902	0.125044
0.174003	0.0319932	0.10362
0.192384	0.0336846	0.0797162
0.211999	0.0349924	0.0530329
0.233333	0.0358095	0.0230906
0.257201	0.0359581	-0.0109042
0.284855	0.0351138	-0.0499878
0.31368	0.0330971	-0.0891191
0.336822	0.030685	-0.118409
0.357203	0.02802	-0.142125
0.375924	0.0251656	-0.161847
0.393524	0.0221632	-0.178342
0.410323	0.0190437	-0.192047
0.426532	0.015832	-0.203236
0.442302	0.0125494	-0.212095
0.457747	0.00921443	-0.218748
0.472961	0.0058443	-0.223283
0.488023	0.00245507	-0.225758
0.503004	-0.000937755	-0.22621
0.517969	-0.00431889	-0.224656
0.532934	-0.0076618	-0.221111
0.547919	-0.0109413	-0.215598
0.562963	-0.0141358	-0.208137
0.578117	-0.0172258	-0.198738
0.593441	-0.0201915	-0.187396
0.609008	-0.0230121	-0.174092
0.624902	-0.0256643	-0.158786
0.641224	-0.0281211	-0.141416
0.658103	-0.03035	-0.121884
0.675707	-0.0323099	-0.10005
0.694265	-0.0339471	-0.075703
0.714114	-0.0351857	-0.0485181
0.735784	-0.035911	-0.0179743
0.760159	-0.0359281	0.0167862
0.788498	-0.034883	0.0567065
0.816123	-0.0327911	0.0938881
0.838744	-0.0303361	0.122219
0.858829	-0.0276397	0.145297
0.877355	-0.0247607	0.164526
0.894818	-0.0217387	0.180604
0.911515	-0.0186034	0.193939
0.927647	-0.0153792	0.20479
0.943358	-0.0120868	0.213331
0.95876	-0.00874464	0.219681
0.973942	-0.00536961	0.223923
0.988983	-0.00197769	0.226111
1.00395	0.00141567	0.22628
