0	0
0.010101	0.0396136
0.020202	0.0791917
0.030303	0.118699
0.040404	0.158099
0.0505051	0.197358
0.0606061	0.23644
0.0707071	0.275312
0.0808081	0.31394
0.0909091	0.35229
0.10101	0.39033
0.111111	0.428029
0.121212	0.465355
0.131313	0.502278
0.141414	0.538769
0.151515	0.574801
0.161616	0.610344
0.171717	0.645374
0.181818	0.679866
0.191919	0.713794
0.20202	0.747137
0.212121	0.779872
0.222222	0.811978
0.232323	0.843435
0.242424	0.874225
0.252525	0.904331
0.262626	0.933735
0.272727	0.962421
0.282828	0.990377
0.292929	1.01759
0.30303	1.04404
0.313131	1.06972
0.323232	1.09462
0.333333	1.11873
0.343434	1.14204
0.353535	1.16455
0.363636	1.18623
0.373737	1.20709
0.383838	1.22712
0.393939	1.24632
0.40404	1.26467
0.414141	1.28217
0.424242	1.29883
0.434343	1.31462
0.444444	1.32956
0.454545	1.34364
0.464646	1.35685
0.474747	1.36918
0.484848	1.38065
0.494949	1.39125
0.505051	1.40096
0.515152	1.4098
0.525253	1.41776
0.535354	1.42484
0.545455	1.43103
0.555556	1.43634
0.565657	1.44076
0.575758	1.44429
0.585859	1.44693
0.59596	1.44868
0.606061	1.44954
0.616162	1.4495
0.626263	1.44857
0.636364	1.44674
0.646465	1.44401
0.656566	1.44038
0.666667	1.43585
0.676768	1.43042
0.686869	1.42408
0.69697	1.41684
0.707071	1.40869
0.717172	1.39964
0.727273	1.38968
0.737374	1.37882
0.747475	1.36705
0.757576	1.35436
0.767677	1.34078
0.777778	1.32628
0.787879	1.31088
0.79798	1.29457
0.808081	1.27736
0.818182	1.25925
0.828283	1.24024
0.838384	1.22033
0.848485	1.19953
0.858586	1.17784
0.868687	1.15527
0.878788	1.13182
0.888889	1.10751
0.89899	1.08233
0.909091	1.05629
0.919192	1.02941
0.929293	1.0017
0.939394	0.973158
0.949495	0.943807
0.959596	0.913659
0.969697	0.882727
0.979798	0.851028
0.989899	0.818579
1	0.785398
