0	0
0.0204082	0.0885968
0.0408163	0.176839
0.0612245	0.264377
0.0816327	0.350869
0.102041	0.435984
0.122449	0.519409
0.142857	0.600848
0.163265	0.680024
0.183673	0.756685
0.204082	0.8306
0.22449	0.901564
0.244898	0.969393
0.265306	1.03393
0.285714	1.09503
0.306122	1.15258
0.326531	1.20649
0.346939	1.25667
0.367347	1.30305
0.387755	1.34559
0.408163	1.38424
0.428571	1.41897
0.44898	1.44976
0.469388	1.4766
0.489796	1.49946
0.510204	1.51835
0.530612	1.53325
0.55102	1.54417
0.571429	1.55109
0.591837	1.55403
0.612245	1.55297
0.632653	1.54791
0.653061	1.53884
0.673469	1.52578
0.693878	1.50871
0.714286	1.48763
0.734694	1.46255
0.755102	1.43347
0.77551	1.4004
0.795918	1.36336
0.816327	1.32236
0.836735	1.27745
0.857143	1.22865
0.877551	1.17604
0.897959	1.11968
0.918367	1.05966
0.938776	0.996076
0.959184	0.92907
0.979592	0.858786
1	0.785398
